PART_NO,KPDS,CAR_CLASS,PIDT,REPAIR_TYPE,TYPE_CODE,CONSTRUCT_NAME
29089WQI99,右后门刮水饰条,B-MPV,17-Jun-09,维修,钣金件,内饰
24089X3TL9,右后门刮水饰条,A-SEDAN,9-Apr-13,维修,钣金件,内饰
24089X0EX9,右后门刮水饰条,A0-SEDAN,2-Jun-15,维修,钣金件,内饰
27089XFXL9,右后门外水切,A-SEDAN,19-Jul-18,维修,钣金件,内饰
23089XLEL9,右后门刮水饰条,B-SUV,5-Aug-16,维修,钣金件,内饰
29089XSCN9,右后门刮水饰条,B-SEDAN,12-Sep-19,维修,钣金件,内饰
25089XA9L9,右后门刮水饰条,B-SUV,2-Aug-10,维修,钣金件,内饰
21089XDEN9,右后门刮水饰条,A0-SEDAN,5-Jun-20,维修,钣金件,内饰
28074WHEE9,右后门窗框装饰条,B-SEDAN,30-Jul-02,维修,钣金件,车体
29069XR5L9,右后门后立柱外饰件,A0-SEDAN,23-Oct-08,维修,钣金件,车体
28059X4E99,右后门后立柱内饰件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
28054XT3E9,右后门轮罩保护条,B-SUV,2-Aug-10,维修,机能件,车体
23049WHEE9,左后门刮水饰条,B-SEDAN,30-Jul-02,维修,钣金件,车体
24049WJI99,左后门刮水饰条,B-MPV,11-Nov-04,维修,钣金件,车体
25049XLEL9,左后门刮水饰条,B-SUV,5-Aug-16,维修,钣金件,车体
29049XSCN9,左后门刮水饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
25049XA9L9,左后门刮水饰条,B-SUV,2-Aug-10,维修,钣金件,车体
24049XDEN9,左后门刮水饰条,A0-SEDAN,5-Jun-20,维修,钣金件,车体
27034WHEE9,左后门窗框装饰条,B-SEDAN,30-Jul-02,维修,钣金件,车体
22034XLEL9,左后门窗框装饰条,B-SUV,5-Aug-16,维修,钣金件,车体
24029XLEL9,左后门窗装饰件,B-SUV,5-Aug-16,维修,钣金件,车体
23019X4E99,左后门后立柱内饰件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
25003XZIL9,左后门中角饰件,B-SEDAN,13-Jan-18,维修,机能件,车体
29888X29L7,前挡玻璃,B-SEDAN,12-Sep-19,维修,钣金件,车体
24888XA9L9,前挡玻璃,B-SUV,2-Aug-10,维修,钣金件,车体
24874WQI99,前风窗玻璃密封条,B-MPV,17-Jun-09,维修,钣金件,车体
25873WQK99,前风窗橡皮密封条,B-MPV,17-Jun-09,维修,易损件,车体
23873XT3E9,前风窗玻璃密封条,B-SUV,2-Aug-10,维修,易损件,车体
27871WQK99,前风窗橡皮密封条,B-MPV,17-Jun-09,维修,钣金件,车体
24849XZEE9,前档胶条,B-SEDAN,13-Jan-18,维修,钣金件,车体
23847WQI98,前挡玻璃右侧饰条,B-MPV,17-Jun-09,维修,钣金件,车体
24846WDXK9,前风挡玻璃侧装饰件夹子,B-SUV,7-May-12,维修,钣金件,车体
23846XQCL9,右侧车顶饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
25845X3HL9,固定扣,B-MPV,3-Jun-14,维修,机能件,车体
21844X3HL9,前窗夹,B-MPV,3-Jun-14,维修,机能件,车体
28843X9XL9,前窗夹,B-SEDAN,12-Sep-19,维修,机能件,车体
21843X3HL9,前窗夹,B-MPV,3-Jun-14,维修,机能件,车体
29842X3HL9,前窗夹,B-MPV,3-Jun-14,维修,机能件,车体
27841X3HL9,夹子,B-MPV,3-Jun-14,维修,机能件,车体
23840XA9L9,车顶装饰卡扣,B-SUV,2-Aug-10,维修,机能件,车体
21837WQI98,前挡玻璃左侧饰条,B-MPV,17-Jun-09,维修,钣金件,车体
27836XQCL9,左侧车顶饰条,B-SEDAN,12-Sep-19,维修,钣金件,车体
22835X9XL9,夹子,B-MPV,18-Jun-14,维修,机能件,车体
25835XQCL9,夹子,B-SEDAN,12-Sep-19,维修,机能件,车体
29834XQCL9,固定扣,B-SEDAN,12-Sep-19,维修,机能件,车体
25833XQCL9,固定扣,B-SEDAN,12-Sep-19,维修,机能件,车体
24831XQCL9,夹子,B-SEDAN,12-Sep-19,维修,机能件,车体
23830XQCL9,车顶装饰卡扣,B-SEDAN,12-Sep-19,维修,机能件,车体
26788X0NL9,后挡玻璃,A0-SEDAN,2-Jun-15,维修,钣金件,车体
26788XLEL7,后挡玻璃,B-SUV,17-Mar-20,维修,钣金件,车体
28788XR5L9,后挡玻璃,A0-SEDAN,23-Oct-08,维修,钣金件,车体
27774XDVL9,后挡风玻璃隔板,A0-SEDAN,5-Jun-20,维修,易损件,车体
23772XDVL9,后挡风玻璃隔板,A0-SEDAN,5-Jun-20,维修,钣金件,车体
26668X4LL9,右前门角玻璃组件,A0-SEDAN,18-Mar-14,维修,钣金件,车体
23599X7QL9,右后门玻璃总成,B-SEDAN,10-Jul-13,维修,钣金件,车体
29549X4LL8,左后门玻璃总成,A0-SEDAN,14-Jun-16,维修,钣金件,车体
25499XFXL7,右后三角,A-SEDAN,19-Jul-18,维修,钣金件,车体
21487XQCL9,右后侧窗玻璃,B-SEDAN,12-Sep-19,维修,机能件,车体
27474WQI99,风挡玻璃橡胶块,B-MPV,17-Jun-09,维修,钣金件,车体
22273XA9L9,风挡玻璃橡胶块,B-SUV,2-Aug-10,维修,钣金件,车体
22899X4LL8,右前内挡泥板,A0-SEDAN,27-Sep-17,维修,钣金件,车体
27894X7NL9,右前翼子板护件,B-SEDAN,10-Jul-13,维修,机能件,车体
23892XLEL9,右前翼子板装饰件,B-SUV,5-Aug-16,维修,钣金件,车体
21892XLEL3,右前翼子板装饰件,B-SUV,3-Jan-20,维修,钣金件,车体
28892XZIL9,右前翼子板装饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
25889XNLL9,发动机下盖板,A-SEDAN,10-Feb-20,维修,钣金件,车体
23884XJXL9,底盘,A0-SUV,22-Mar-19,维修,钣金件,车体
29883X29L9,右前轮眉支架,B-SEDAN,12-Sep-19,维修,钣金件,车体
28878XDEL9,发动机罩密封条,A0-SEDAN,5-Jun-20,维修,易损件,车体
28874XR9X9,发动机罩锁盖,A0-SEDAN,23-Oct-08,维修,机能件,车体
27869X7NL9,发动机罩拉索,B-SEDAN,31-Aug-13,维修,易损件,车体
28869XF9L9,发动机舱盖拉索总成,B-SEDAN,17-Oct-07,维修,易损件,车体
28869XFXL9,发动机罩拉线总成,A-SEDAN,19-Jul-18,维修,钣金件,车体
23869XZIL9,发动机罩拉索,B-SEDAN,13-Jan-18,维修,钣金件,车体
23867XQEE9,机盖拉索,B-SEDAN,12-Sep-19,维修,易损件,车体
27864WR5E9,发动机舱盖拉索操纵杆,A-SEDAN,1-Jan-99,维修,钣金件,车体
22858X4LL9,发动机罩隔音垫,A0-SEDAN,18-Mar-14,维修,机能件,车体
27858X0NL9,发罩隔音垫,A0-SEDAN,2-Jun-15,维修,机能件,车体
26858XJXL8,机盖隔音垫TFT,A0-SUV,22-Mar-19,维修,机能件,车体
24858XR9X9,发罩隔音垫,A0-SEDAN,23-Oct-08,维修,机能件,车体
29858XREL9,发动机罩隔音垫,B-SEDAN,12-Sep-19,维修,机能件,车体
28857X7NL9,发罩密封胶块,B-SEDAN,10-Jul-13,维修,机能件,车体
21857X4E99,发动机舱盖右侧密封条,A0-SEDAN,18-Mar-14,维修,易损件,车体
22857X29L9,发动机舱盖密封条,B-SEDAN,12-Sep-19,维修,钣金件,车体
27855WI999,垫圈,B-MPV,1-Jan-99,维修,机能件,车体
23855WJEN9,发动机罩衬垫,B-SUV,27-Mar-13,维修,机能件,车体
29855WV699,机罩垫,B-SEDAN,19-Mar-03,维修,机能件,车体
26855XZEE9,垫圈,B-SEDAN,13-Jan-18,维修,钣金件,车体
29854XLEL9,发罩撑杆,B-SUV,5-Aug-16,维修,机能件,车体
25852X4E99,发动机罩饰件组件,A0-SEDAN,18-Mar-14,维修,机能件,车体
27851WHIX9,发动机罩密封条,B-SEDAN,30-Jul-02,维修,易损件,车体
22849XNLL9,左前内挡泥板,A-SEDAN,10-Feb-20,维修,钣金件,车体
27849XDVL8,左前翼子板内衬,A0-SEDAN,5-Jun-20,维修,钣金件,车体
22848WHIX9,左前内挡泥板,B-SEDAN,30-Jul-02,维修,钣金件,车体
27844X3TL9,左前翼子板护件,A-SEDAN,9-Apr-13,维修,机能件,内饰
23844XR9X9,左前翼子板护件,A0-SEDAN,23-Oct-08,维修,机能件,内饰
22842X7NL9,左前翼子板装饰件,B-SEDAN,10-Jul-13,维修,钣金件,车体
29842XZIL9,左前翼子板装饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
24842XDEN4,左前轮眉,A0-SEDAN,5-Jun-20,维修,钣金件,车体
27833WQI99,左安全板,B-MPV,17-Jun-09,维修,机能件,车体
28828X3HL9,水箱上安装支架,B-MPV,3-Jun-14,维修,机能件,车体
22828XR9X9,散热器安装托架,A0-SEDAN,23-Oct-08,维修,机能件,车体
24827WQI99,水箱下安装衬垫,B-SEDAN,18-Jul-12,维修,机能件,车体
22827XE9E9,水箱下安装衬垫,B-SUV,17-Oct-07,维修,机能件,车体
25827XFEE9,水箱胶垫,A-SEDAN,18-Jul-18,维修,机能件,车体
28824WNE99,发动机罩垫,B-SEDAN,17-Oct-07,维修,机能件,车体
22824WRE99,发动机罩垫,B-SEDAN,2-Aug-10,维修,机能件,车体
22823XR9X9,水箱左上支架,A0-SEDAN,23-Oct-08,维修,机能件,车体
29823XR4L9,水箱左上支架,A-SEDAN,23-Oct-08,维修,机能件,车体
25821X7EE9,前地板支撑,B-SEDAN,10-Jul-13,维修,机能件,车体
29807X4E99,发罩左侧密封橡胶,A0-SEDAN,18-Mar-14,维修,易损件,车体
23807XR9X9,发罩左侧密封橡胶,A0-SEDAN,23-Oct-08,维修,易损件,车体
27799X4LL8,通风栅总成,A0-SEDAN,27-Sep-17,维修,钣金件,车体
29793X7EE9,小盖,B-SEDAN,10-Jul-13,维修,钣金件,车体
21792XLEL9,通风栅盖,B-SUV,5-Aug-16,维修,钣金件,车体
29792XT3E9,左前翼子板装饰件,B-SUV,2-Aug-10,维修,钣金件,车体
28789XDE99,右发动机罩盖铰接头,A0-SEDAN,5-Jun-20,维修,钣金件,车体
22787WHEE9,发动机罩盖饺链盖,B-SEDAN,30-Jul-02,维修,机能件,车体
24787XE9E9,右发动机罩盖饺链盖,B-SEDAN,17-Oct-07,维修,机能件,车体
25787XT3E9,右发动机罩盖饺链盖,B-SUV,2-Aug-10,维修,机能件,车体
22786X0NL9,右盖板,A0-SEDAN,5-Aug-15,维修,钣金件,车体
24777WHEE9,发动机罩盖饺链盖,B-SEDAN,30-Jul-02,维修,机能件,车体
25777XE9E9,左发动机罩盖铰链盖,B-SEDAN,17-Oct-07,维修,机能件,车体
22776X0NL9,左盖板,A0-SEDAN,5-Aug-15,维修,钣金件,车体
21776XFXL9,左盖板,A-SEDAN,19-Jul-18,维修,钣金件,车体
29742XLEL9,通风栅盖,B-SUV,5-Aug-16,维修,钣金件,车体
28725WQKA9,门轴盖,B-MPV,17-Jun-09,维修,机能件,车体
21714XFXL9,左前门翼子板缓冲块,A-SEDAN,19-Jul-18,维修,机能件,车体
24693WQI99,右顶蓬装饰条,B-MPV,17-Jun-09,维修,机能件,车体
24589XDEN4,右后轮眉,A0-SEDAN,5-Jun-20,维修,钣金件,车体
22578W6S99,燃油箱盖开启弹簧,B-MPV,17-Oct-01,维修,机能件,车体
24559XDVL9,尾门密封胶条,A0-SEDAN,5-Jun-20,维修,易损件,车体
26549XDEN4,左后轮眉,A0-SEDAN,5-Jun-20,维修,机能件,车体
22518XZEE9,加油口夹,A-SEDAN,18-Jul-18,维修,钣金件,车体
23509XE9E9,加油口盖底座总成,B-SEDAN,17-Oct-07,维修,机能件,车体
24509XR9X9,加油口盖底座总成,A0-SEDAN,23-Oct-08,维修,机能件,车体
24505X9EE9,燃油箱盖开启弹簧,A0-SEDAN,9-Apr-13,维修,机能件,车体
25448X0EX9,右后挡泥板盖,A0-SEDAN,2-Jun-15,维修,钣金件,车体
26448XR9X9,右后内挡泥板,A0-SEDAN,23-Oct-08,维修,钣金件,车体
22447X4FE9,右后内挡泥板,A0-SEDAN,18-Mar-14,维修,钣金件,车体
28443X0EX9,左后挡泥板盖,A0-SEDAN,2-Jun-15,维修,机能件,车体
25443XR9X9,左后内挡泥板,A0-SEDAN,23-Oct-08,维修,机能件,车体
25439X7NL9,前地板左下盖,B-SEDAN,10-Jul-13,维修,机能件,车体
28408X4LL9,左后内挡泥板,A0-SEDAN,14-Jun-16,维修,钣金件,车体
27408X3HL9,左后内挡泥板,B-MPV,3-Jun-14,维修,钣金件,车体
26407X4FE9,左后内挡泥板,A0-SEDAN,18-Mar-14,维修,钣金件,车体
24397X7NL9,地板隔热板,B-SEDAN,10-Jul-13,维修,机能件,车体
23389XLEL9,前地板盖,B-SUV,5-Aug-16,维修,钣金件,车体
25389XAFL9,排气管隔热板,B-SEDAN,9-Jun-18,维修,钣金件,车体
27379XLEL9,前地板盖,B-SUV,5-Aug-16,维修,机能件,车体
21379XA9L9,备胎架,B-SUV,2-Aug-10,维修,钣金件,车体
27358XRIX9,后下盖板,B-SEDAN,12-Sep-19,维修,机能件,车体
28353XFXL9,后地板下盖板,A-SEDAN,19-Jul-18,维修,机能件,车体
23353XJXL9,后挡泥板,A0-SUV,22-Mar-19,维修,机能件,车体
28345WI999,螺栓,A0-SEDAN,19-Mar-03,维修,机能件,车体
21345XB3E9,螺栓,A-SEDAN,18-Jul-18,维修,机能件,车体
26342XLEL9,左消声器隔热板,B-SUV,5-Aug-16,维修,机能件,车体
26282W6S99,固定拉环,B-MPV,17-Oct-01,维修,机能件,车体
26199XQCL9,尾门锁,B-SEDAN,12-Sep-19,维修,钣金件,车体
21189W3E99,尾门拉手总成,A0-SEDAN,20-Apr-04,维修,钣金件,车体
21179WQI99,尾门开启右撑杆,B-MPV,17-Jun-09,维修,机能件,车体
29172WJNA9,发罩衬垫,B-MPV,11-Nov-04,维修,机能件,车体
27172WL498,行李箱盖缓冲块,A-SEDAN,18-Jul-18,维修,机能件,车体
24172WP199,行李盖限位块,B-SUV,1-Jan-99,维修,机能件,车体
24172WAEE8,行李箱盖缓冲块,B-SEDAN,27-Aug-14,维修,机能件,车体
27172X9EE9,行李箱盖缓冲块,B-MPV,3-Jun-14,维修,机能件,车体
25172X5K99,行李箱盖缓冲块,A0-SEDAN,18-Mar-14,维修,机能件,车体
21170W15E9,行李箱盖缓冲块,A-SEDAN,1-Jan-99,维修,机能件,车体
28170W0E99,行李箱盖缓冲块,B-SEDAN,6-Jun-04,维修,机能件,车体
22170WHSE9,行李箱盖缓冲块,B-SEDAN,13-Jan-18,维修,机能件,车体
23170XE9E9,行李箱盖缓冲块,A-SEDAN,17-Oct-07,维修,机能件,车体
26164WQI98,尾门铰链盖,B-MPV,17-Jun-09,维修,机能件,车体
27148XIBC9,行李箱锁总成,A-SEDAN,19-Jul-18,维修,钣金件,车体
29137XE999,行李箱锁扣总成,B-SEDAN,17-Oct-07,维修,钣金件,车体
22134X7E99,行李箱盖防水胶条,B-SEDAN,10-Jul-13,维修,易损件,车体
25129X4VE9,尾门左开启支座,A0-SEDAN,18-Mar-14,维修,机能件,车体
25128WHKL8,右行李箱开启弹簧,B-SEDAN,12-Jan-06,维修,钣金件,车体
21126X7E99,行李箱开启弹簧卡夹,A-SEDAN,10-Jul-13,维修,机能件,车体
21126XE999,行李箱开启弹簧卡夹,B-SEDAN,17-Oct-07,维修,机能件,车体
21125X7E99,行李箱开启弹簧支架,B-SEDAN,10-Jul-13,维修,机能件,车体
22114WQI98,尾门铰链盖,B-MPV,17-Jun-09,维修,机能件,车体
23109X7NL4,后牌照饰件,B-SEDAN,26-Jan-14,维修,钣金件,车体
27109X0NL8,后牌照饰件,A0-SEDAN,2-Jun-15,维修,钣金件,车体
22109X0NL7,后牌照饰件,A0-SEDAN,19-Mar-18,维修,钣金件,车体
24109XFXL9,后牌照板总成,A-SEDAN,19-Jul-18,维修,钣金件,车体
23109XFXL8,后牌照板总成,A-SEDAN,19-Jul-18,维修,钣金件,车体
28109XLEL9,装饰件总成,B-SUV,7-Jun-18,维修,钣金件,车体
28109XLEL8,装饰件总成,B-SUV,3-Jan-20,维修,钣金件,车体
22109XZIL9,装饰件总成,B-SEDAN,13-Jan-18,维修,钣金件,车体
26108XLEL9,后牌照饰件,B-SUV,5-Aug-16,维修,钣金件,车体
28104XF8L9,行李箱盖下饰板,B-SEDAN,17-Oct-07,维修,钣金件,车体
21104XLEL9,后牌照饰板饰条,B-SUV,6-Jan-17,维修,钣金件,车体
28104XLEL9,尾门下部饰板,B-SUV,11-Jun-19,维修,钣金件,车体
25103X7E99,行李箱右饰件,B-SEDAN,10-Jul-13,维修,钣金件,车体
29103XZIL9,尾门右铰链饰件,B-SEDAN,13-Jan-18,维修,钣金件,车体
23102XZIL9,行李箱左饰件,B-SEDAN,13-Jan-18,维修,机能件,车体
21099X3HL9,背舱盖扰流板装饰件,B-MPV,3-Jun-14,维修,钣金件,内饰
24099XDVL9,背舱盖扰流板,A0-SEDAN,5-Jun-20,维修,钣金件,内饰
28065XLEL9,传感器,B-SUV,5-Aug-16,维修,机能件,内饰
26059WDA99,智能警报器,A-SEDAN,4-Jun-10,维修,机能件,车体
24059XD4E9,智能警报器,B-SEDAN,18-Mar-14,维修,机能件,车体
29059XDEL9,智能警报器,A0-SEDAN,5-Jun-20,维修,机能件,车体
22038XLE69,电机总成,B-SUV,5-Aug-16,维修,机能件,车体
21694WHIX9,侧保护器夹,B-SEDAN,30-Jul-02,维修,机能件,车体
29687XLEL7,右前门下饰板,B-SUV,3-Jan-20,维修,钣金件,车体
26687XLEL7,右前门下饰板,B-SUV,3-Jan-20,维修,钣金件,车体
25687XDVL9,前右防擦条,A0-SEDAN,5-Jun-20,维修,钣金件,车体
25686XLEL9,右后门饰件,B-SUV,7-Jun-18,维修,钣金件,车体
23686XLEL8,右后门饰件,B-SUV,5-Aug-16,维修,钣金件,车体
29686XLEL8,右后门饰件,B-SUV,5-Aug-16,维修,钣金件,车体
24686XLEL7,右后门下饰板,B-SUV,3-Jan-20,维修,钣金件,车体
27684W0E99,夹子,B-SEDAN,6-Jun-04,维修,机能件,车体
29684XT3E9,门下饰板固定夹A,B-SUV,2-Aug-10,维修,机能件,车体
22684XBIL9,门下饰板固定夹A,B-SUV,25-Apr-17,维修,机能件,车体
26683X3HL9,夹子,B-MPV,6-Jun-04,维修,机能件,车体
29683XT3E9,门下饰板固定夹B,B-SUV,2-Aug-10,维修,机能件,车体
27667XA8L9,左前门饰件,B-SUV,8-Jan-14,维修,钣金件,车体
24666X3HL9,左滑动门饰件,B-MPV,18-Jun-14,维修,钣金件,内饰
29609XDVL9,后右轮眉支架,A0-SEDAN,5-Jun-20,维修,机能件,车体
26549WHEE9,后排气口总成,B-SUV,2-Aug-10,维修,钣金件,车体
21549X7EE8,后排气口总成,B-SEDAN,6-Aug-16,维修,钣金件,车体
25549X7EE7,后排气口总成,B-SEDAN,9-Jan-15,维修,钣金件,车体
26549XVSL9,后排气口总成,B-SEDAN,16-May-16,维修,钣金件,车体
23549XDE99,后排气口总成,A0-SEDAN,5-Jun-20,维修,钣金件,车体
27509X3TL9,右前立柱饰件,A-SEDAN,9-Apr-13,维修,机能件,车体
22508WAE99,右前立柱夹,B-SEDAN,17-Jun-09,维修,机能件,车体
29504XQEE9,左前三角,B-SEDAN,12-Sep-19,维修,机能件,车体
28299X29L9,字标,B-SEDAN,25-Oct-19,维修,钣金件,车体
29299XNLL9,前标,A-SEDAN,10-Feb-20,维修,钣金件,车体
26299XTKE9,H本田标,B-SEDAN,25-Oct-19,维修,钣金件,车体
25298WJNA8,后Ｈ标牌,B-MPV,25-Sep-06,维修,钣金件,车体
26298XFXL8,Ｈ标牌,A-SEDAN,19-Jul-18,维修,钣金件,车体
22298XLEL9,后中央标牌,B-SUV,5-Aug-16,维修,钣金件,车体
28298XNLL9,后标,A-SEDAN,10-Feb-20,维修,钣金件,车体
25288XFXL9,广汽本田字牌,A-SEDAN,19-Jul-18,维修,钣金件,车体
28282XR5L9,ＬＥＶ标志,A-SEDAN,23-Oct-08,维修,钣金件,车体
23277X7EE9,后ACCORD标牌,B-SEDAN,10-Jul-13,维修,钣金件,车体
27276XNLL9,后混合动力标牌,A-SEDAN,10-Feb-20,维修,钣金件,车体
25275XNLL9,后ＩＶＴＥＣ标牌,A-SEDAN,10-Feb-20,维修,钣金件,车体
21274XFXL9,尾门标牌,A-SEDAN,13-Nov-18,维修,钣金件,车体
22268X7EA9,后2.4标牌,B-SEDAN,10-Jul-13,维修,钣金件,车体
24108WE299,车门缓冲块,B-SEDAN,1-Jan-99,维修,机能件,车体
27798X99X9,右后视镜壳,A0-SEDAN,5-Jun-20,维修,钣金件,车体
24798XLEL9,右后视镜壳,B-SUV,5-Aug-16,维修,钣金件,车体
21798XR9X7,右后视镜壳,A0-SEDAN,23-Oct-08,维修,钣金件,车体
25798XR9X7,右后视镜壳,A0-SEDAN,23-Oct-08,维修,钣金件,车体
27798XZEE9,右后视镜壳,B-SEDAN,13-Jan-18,维修,钣金件,车体
21798XDEL8,右后视镜壳,A0-SEDAN,5-Jun-20,维修,钣金件,车体
28797X3HL9,后视境底座盖,B-MPV,3-Jun-14,维修,机能件,车体
28797X3HL5,后视境底座盖,B-MPV,31-May-18,维修,机能件,车体
29797X3HL5,后视境底座盖,B-MPV,31-May-18,维修,机能件,车体
26797XZIL9,后视境底座盖,B-SEDAN,13-Jan-18,维修,机能件,车体
23796XLEL8,右后视镜片,B-SUV,5-Aug-16,维修,钣金件,车体
23796XZIL7,右后视镜片,B-SEDAN,13-Jan-18,维修,钣金件,车体
28794X2NL8,右后视镜壳,A0-SUV,27-Aug-14,维修,钣金件,车体
29794XLEL6,右后视镜壳,B-SUV,6-Jan-17,维修,钣金件,车体
22794XQEH8,右后视镜壳,B-SEDAN,12-Sep-19,维修,钣金件,车体
27794XZEE6,右后视镜壳,B-SEDAN,13-Jan-18,维修,钣金件,车体
21791X3HL5,右后视镜,B-MPV,31-May-18,维修,钣金件,车体
25791X2NL9,右后视镜,A0-SUV,27-Aug-14,维修,钣金件,车体
23791X2RL9,后视镜组件,A0-SUV,22-Mar-19,维修,钣金件,车体
24791XFXL9,右后视镜组件,A-SEDAN,18-Jul-18,维修,钣金件,车体
27791XDEL9,右后视镜,A0-SEDAN,5-Jun-20,维修,钣金件,车体
23779X7NL9,右后视镜饰件,B-SEDAN,10-Jul-13,维修,钣金件,车体
26779X2EN9,右饰件,A0-SUV,27-Aug-14,维修,钣金件,车体
22779XDVL9,右侧外后视镜饰件总成,A0-SEDAN,5-Jun-20,维修,钣金件,车体
21777WT899,夹子,A-SEDAN,23-Oct-08,维修,机能件,车体
21749XD1L8,左侧外后视镜,B-SUV,27-Feb-12,维修,钣金件,车体
28748X4EN6,左后视镜壳,A0-SEDAN,18-Mar-14,维修,钣金件,车体
28748XR9X7,左后视镜壳,A0-SEDAN,23-Oct-08,维修,钣金件,车体
23748XZEE9,左后视镜壳,B-SEDAN,13-Jan-18,维修,钣金件,车体
29747XZIL9,后视境底座盖,B-SEDAN,13-Jan-18,维修,机能件,车体
26746XZIL7,左后视镜片,B-SEDAN,13-Jan-18,维修,钣金件,车体
29744XZEE5,左后视镜壳,B-SEDAN,13-Jan-18,维修,钣金件,车体
23741X3TL8,左后视镜组件,A-SEDAN,9-Apr-13,维修,钣金件,车体
28741XFXL7,左后视镜组件,A-SEDAN,18-Jul-18,维修,钣金件,车体
21741XJXL9,后视镜组件,A0-SUV,22-Mar-19,维修,钣金件,车体
24729X7NL9,左后视镜饰件,B-SEDAN,10-Jul-13,维修,钣金件,车体
28729X2EN9,左饰件,A0-SUV,27-Aug-14,维修,钣金件,车体
29729XDVL9,左侧外后视镜饰件总成,A0-SEDAN,5-Jun-20,维修,钣金件,车体
23599WQKL9,内后视镜总成,B-SEDAN,11-Nov-04,维修,机能件,内饰
22469X3HL9,前雨刮连杆,B-MPV,3-Jun-14,维修,机能件,车体
22398WQN99,雨刮臂盖,B-MPV,17-Jun-09,维修,机能件,车体
24396WJI99,雨刮臂盖,B-MPV,11-Nov-04,维修,机能件,车体
26379WISL9,雨刮片,A0-SEDAN,19-Mar-03,通竞,雨刮片,车体
23379WJNA9,雨刮片,B-MPV,11-Nov-04,通竞,雨刮片,车体
28379X3HL9,雨刮片,B-MPV,3-Jun-14,通竞,雨刮片,车体
24379XFXL9,雨刮片（司机侧）,A-SEDAN,18-Jul-18,通竞,雨刮片,车体
24379XQEE9,司机侧雨刮片,B-SEDAN,12-Sep-19,通竞,雨刮片,车体
21379XDVL9,雨刮片,A0-SEDAN,5-Jun-20,通竞,雨刮片,车体
27377WHEE9,雨刮片,B-SEDAN,30-Jul-02,通竞,雨刮片,易损件
27377X4LL9,雨刮片,A0-SEDAN,18-Mar-14,通竞,雨刮片,易损件
22377X3TL9,雨刮片,A-SEDAN,9-Apr-13,通竞,雨刮片,易损件
22377XLEL9,雨刮片,B-SUV,10-Aug-16,通竞,雨刮片,易损件
28377XD6E9,雨刮片,A0-SUV,16-May-16,通竞,雨刮片,易损件
25377XDVL9,雨刮片,A0-SEDAN,5-Jun-20,通竞,雨刮片,易损件
28369WISL9,雨刮片,A0-SEDAN,19-Mar-03,通竞,雨刮片,车体
22369WJI99,雨刮片,B-MPV,11-Nov-04,通竞,雨刮片,车体
26369X0NL9,雨刮片,A0-SEDAN,2-Jun-15,通竞,雨刮片,车体
28369XFXL9,雨刮片（助手侧）,A-SEDAN,18-Jul-18,通竞,雨刮片,车体
24369XRIT9,助手侧雨刮片,B-SEDAN,12-Sep-19,通竞,雨刮片,车体
28369XZEE9,雨刮片,B-SEDAN,13-Jan-18,通竞,雨刮片,车体
28369XDVL9,雨刮片,A0-SEDAN,5-Jun-20,通竞,雨刮片,车体
21367WAEN9,雨刮片,B-MPV,17-Jun-09,通竞,雨刮片,易损件
27367X4LL9,雨刮片,A0-SEDAN,18-Mar-14,通竞,雨刮片,易损件
24367X3TL9,雨刮片,B-MPV,9-Apr-13,通竞,雨刮片,易损件
26367XHPN9,雨刮片,A-SEDAN,3-Mar-17,通竞,雨刮片,易损件
23367XVSL9,雨刮橡胶片,A0-SUV,5-Aug-16,通竞,雨刮片,易损件
27367XDVL9,雨刮片,A0-SEDAN,5-Jun-20,通竞,雨刮片,易损件
23289XLEL9,雨刮电机组件,B-SUV,5-Aug-16,维修,机能件,电器
29278WGZE9,雨刷臂盖,B-MPV,11-Nov-04,维修,机能件,车体
26278X4E99,雨刷臂盖,A0-SEDAN,18-Mar-14,维修,机能件,车体
28277XVSL9,雨刮橡胶片,B-SEDAN,5-Aug-16,维修,机能件,车体
26269X4E99,雨刮片,A0-SEDAN,18-Mar-14,维修,易损件,车体
21269XEIL9,后挡雨刮臂,B-MPV,14-Sep-15,维修,易损件,车体
22269XVSL9,雨刮片,B-SEDAN,5-Aug-16,维修,易损件,车体
22197W98G9,油标尺,B-SUV,30-Jul-02,维修,机能件,车体
27197WIJ99,油标尺,B-MPV,17-Jun-09,维修,机能件,车体
26197WIJW9,油标尺,B-SEDAN,17-Oct-07,维修,机能件,车体
29197WP299,开口垫圈盖,B-SEDAN,18-Nov-11,维修,机能件,车体
24197WW999,加水盖,A-SEDAN,18-Jul-18,维修,机能件,车体
25197X3E99,清洗器喷嘴盖,B-MPV,3-Jun-14,维修,机能件,车体
26197XLEL9,开口垫圈盖,B-SUV,5-Aug-16,维修,机能件,车体
29195XZIL9,保护条,B-SEDAN,13-Jan-18,维修,机能件,车体
21194XFXL9,进水管,A-SEDAN,18-Jul-18,维修,机能件,车体
